node_id,id_original,etiqueta,comunidad_aa
autor::UCefAH1MbvADWUjE9WVcB9EQ,UCefAH1MbvADWUjE9WVcB9EQ,@jabriz8152,11
autor::UCf5lnNZF7Qrtli9v4N_23WQ,UCf5lnNZF7Qrtli9v4N_23WQ,@CarlosCortez-v5r,0
autor::UCfM3nrxtTQMY5jFx1v1J4Gg,UCfM3nrxtTQMY5jFx1v1J4Gg,@edgarroldan5539,3
autor::UCfRqgt2O-vjzUDMZY_tnxQw,UCfRqgt2O-vjzUDMZY_tnxQw,@Williams-Garcia67E,8
autor::UCfXykdbSU97rj987LDUGfvg,UCfXykdbSU97rj987LDUGfvg,@MariaSantos-c8y3h,0
autor::UCfjhejO7LZy4doXURa7LZCQ,UCfjhejO7LZy4doXURa7LZCQ,@HonwayLee-z5g,0
autor::UCfo_yUPzy1f1POwwZxhZ06Q,UCfo_yUPzy1f1POwwZxhZ06Q,@lara11roberto,0
autor::UCg3eIfd7BrsLEqS0BLkftHA,UCg3eIfd7BrsLEqS0BLkftHA,@ErmePérez-q4s,0
autor::UCgGqw4aqMdMVSGkKiMgrJRQ,UCgGqw4aqMdMVSGkKiMgrJRQ,@pattyfigueroa5609,0
autor::UCgJNFj5dnxXpcMvmuhZDPxA,UCgJNFj5dnxXpcMvmuhZDPxA,@NataliaRodriguez-rx5mr,8
autor::UCgLrWFdYitoP-b7-PxtUr-w,UCgLrWFdYitoP-b7-PxtUr-w,@zetag,5
autor::UCgLurCo-e019HGODcjXHWCw,UCgLurCo-e019HGODcjXHWCw,@perritojuega1,5
autor::UCgQJgI9vu1FI2dnC9mrFthw,UCgQJgI9vu1FI2dnC9mrFthw,@srms70,0
autor::UCgQw_Sbq3ugruDUKsq1e0-A,UCgQw_Sbq3ugruDUKsq1e0-A,@marlenareano-h4t,8
autor::UCgvw7xIdGFupzpt1Y_BFkEA,UCgvw7xIdGFupzpt1Y_BFkEA,@fredygarcia9151,3
autor::UCh5ESQvtzyHDhCA7XyekCFA,UCh5ESQvtzyHDhCA7XyekCFA,@andyB5280,3
autor::UChT7pzGytNd92Nmvi-zuWog,UChT7pzGytNd92Nmvi-zuWog,@sparkvalkov,11
autor::UChZknRmJkeGeQk0-mQuhDOg,UChZknRmJkeGeQk0-mQuhDOg,@OdilioRodríguez-c5w,3
autor::UCheEJ5GZuIvV0fj-nXyVwXw,UCheEJ5GZuIvV0fj-nXyVwXw,@rosaoliva9389,0
autor::UChep9kVb5gQmpodEEl10Xlg,UChep9kVb5gQmpodEEl10Xlg,@carlosaguilar-kz7ml,3
autor::UChgkn5Jt5tWKYMoEOuCjz3Q,UChgkn5Jt5tWKYMoEOuCjz3Q,@pablochitay46,3
autor::UChs3tU2BcKOT0CezykvAsGw,UChs3tU2BcKOT0CezykvAsGw,@byronpontaza,3
autor::UChyps3dqY-VY1_wLeq-2lhw,UChyps3dqY-VY1_wLeq-2lhw,@maydamorales4395,0
autor::UCi-vPdnpQreC7BkFs40mJGA,UCi-vPdnpQreC7BkFs40mJGA,@bryansicasales4280,5
autor::UCi1b_TRQfgO1Z9O2gNGGWNA,UCi1b_TRQfgO1Z9O2gNGGWNA,@davidisraelesquitsaquil,3
autor::UCi2KiZq63sRq8Mfbcp-MelQ,UCi2KiZq63sRq8Mfbcp-MelQ,@eugeneramirez4405,1
autor::UCiC-Jn7wdgyQV4_Urk0DkWQ,UCiC-Jn7wdgyQV4_Urk0DkWQ,@pedroros6358,8
autor::UCiGRBf2RNF0WRKhRVT7zFoA,UCiGRBf2RNF0WRKhRVT7zFoA,@edwinavila4876,3
autor::UCiMythXHsw7eQEMykCdmMUA,UCiMythXHsw7eQEMykCdmMUA,@JavierBecerra-h6x,3
autor::UCiOZX__1gahg1ypIj0_XG_w,UCiOZX__1gahg1ypIj0_XG_w,@mariogonzalezorellana8956,0
autor::UCipetjeiWj4CZB6EbyYziZg,UCipetjeiWj4CZB6EbyYziZg,@OseasSamayoa-ol5rz,3
autor::UCj-LL25XJnjxepPKCc3NGog,UCj-LL25XJnjxepPKCc3NGog,@anaaguirre8985,3
autor::UCjJf-AJKRFFWtiN-CSwkDmA,UCjJf-AJKRFFWtiN-CSwkDmA,@2jose82,11
autor::UCjSKM9j0Q7HLDr1hD6D-TUw,UCjSKM9j0Q7HLDr1hD6D-TUw,@josehidalgo4875,3
autor::UCjZgFEowMBrsjodqfovzdKw,UCjZgFEowMBrsjodqfovzdKw,@franciscoflores3120,0
autor::UCjmPuazZJzscrwvk0QR9RVw,UCjmPuazZJzscrwvk0QR9RVw,@mynorrodas8591,3
autor::UCk4O-J1BhoqPmig1KLGJePA,UCk4O-J1BhoqPmig1KLGJePA,@lazarobarillas3575,8
autor::UCkVtmkK07b2zaVVNssX4lOg,UCkVtmkK07b2zaVVNssX4lOg,@HectorElias-u2l,8
autor::UCkbsS_3D-pvg1iHOld9uvIg,UCkbsS_3D-pvg1iHOld9uvIg,@gonzalo6075,8
autor::UCkd9W714-947dEE6ZOEBATA,UCkd9W714-947dEE6ZOEBATA,@ARGELIATELON,3
autor::UCkxdJ_yGN2gghOMo2ybQtXQ,UCkxdJ_yGN2gghOMo2ybQtXQ,@11223344An,11
autor::UCl0ekS9Tt0jJGtOEM18S63w,UCl0ekS9Tt0jJGtOEM18S63w,@monkchapin,3
autor::UCld2stqxaVSk0QdGncM224A,UCld2stqxaVSk0QdGncM224A,@sarahernandez3873,6
autor::UClhMWQ7XKWywYvbRnuf8QsA,UClhMWQ7XKWywYvbRnuf8QsA,@EcPerez-zz9oh,8
autor::UCljDbleJul41G1TzOjOZAVA,UCljDbleJul41G1TzOjOZAVA,@hectorcarranza3777,3
autor::UClqA491Xa5fQcXcJJa-vTWw,UClqA491Xa5fQcXcJJa-vTWw,@AndresLemus-k2d,8
autor::UClsrFGJKWPxxw7MiaEdKLXw,UClsrFGJKWPxxw7MiaEdKLXw,@ericapaz5406,0
autor::UCmjppp6ujz3SAnULvP3sZMw,UCmjppp6ujz3SAnULvP3sZMw,@marcomendez7509,3
autor::UCmvOgzmmXbjUthHy-WJ52hQ,UCmvOgzmmXbjUthHy-WJ52hQ,@mariorodas593,3
autor::UCnU8wO1OurAmGstDw6VGjgQ,UCnU8wO1OurAmGstDw6VGjgQ,@cmorera21,11
autor::UCoGdCoJg2Lh0OX_jv6cG16g,UCoGdCoJg2Lh0OX_jv6cG16g,@Israel-u5i7i,0
autor::UColMq7LmaoY3MT6aIDGrGvA,UColMq7LmaoY3MT6aIDGrGvA,@quijotachapina1,8
autor::UCozFYHN0e_-vlQbX3wQGOug,UCozFYHN0e_-vlQbX3wQGOug,@jesusguzman2321,1
autor::UCp29O_C7cchZV8IxV7Crdag,UCp29O_C7cchZV8IxV7Crdag,@robertoescobar5507,0
autor::UCp4iw5_5SmV9VGTFSNVGOmQ,UCp4iw5_5SmV9VGTFSNVGOmQ,@CARLOSSTREMS51,3
autor::UCpIdtvoFHVLGASGB5ySqIEA,UCpIdtvoFHVLGASGB5ySqIEA,@VidalVillatoro-p4w,3
autor::UCp_dAUfv8i3LW3zWc24dLaQ,UCp_dAUfv8i3LW3zWc24dLaQ,@MarioCortez-o6v,1
autor::UCpe5jW3MIqkgTJ-PgkzvM6Q,UCpe5jW3MIqkgTJ-PgkzvM6Q,@carloslam5333,8
autor::UCpl8rF8uv_8uui-QRvuJaRA,UCpl8rF8uv_8uui-QRvuJaRA,@SergioGarcia-z9c,3
autor::UCplrIQtaPj6au60_f2-mOYw,UCplrIQtaPj6au60_f2-mOYw,@romeolopezherrarte799,3
autor::UCpsKOkt5iWTbenzeuq7dsmQ,UCpsKOkt5iWTbenzeuq7dsmQ,@inge_vergueta,8
autor::UCq3mDTTRZnUybct5M9OSXbg,UCq3mDTTRZnUybct5M9OSXbg,@MacoMorales-i2i2d,0
autor::UCqCrvuoJpC-aVb0f4logQRQ,UCqCrvuoJpC-aVb0f4logQRQ,@Lyrics_GT,8
autor::UCqilIa8r7iek5sGYg_q6ofA,UCqilIa8r7iek5sGYg_q6ofA,@rolandojuchuna484,5
autor::UCql1n3Ey6ULMSOACjMe-fxQ,UCql1n3Ey6ULMSOACjMe-fxQ,@RolandoGonzalez-o7g,0
autor::UCr1emrogPKkKTs_WTtx71xg,UCr1emrogPKkKTs_WTtx71xg,@domingopeneleu6457,3
autor::UCrJn_rbo_ENAdeqneS-RmRw,UCrJn_rbo_ENAdeqneS-RmRw,@josecarrera9623,3
autor::UCrqXyRsg-_hTosURZ-uvoKg,UCrqXyRsg-_hTosURZ-uvoKg,@flornolberto2425,1
autor::UCsGoJEvb-cFPZ2rWoJcXzEQ,UCsGoJEvb-cFPZ2rWoJcXzEQ,@sergiohinestroza9709,8
autor::UCsJJAvrVGupdmhOqgtDp8dg,UCsJJAvrVGupdmhOqgtDp8dg,@nestorlorenzana1168,3
autor::UCsSXdJct-nsS8DsABoEsaYA,UCsSXdJct-nsS8DsABoEsaYA,@IvánPérez-j4j,3
autor::UCsUCN0Yq_UyTvKjOJLmNrnQ,UCsUCN0Yq_UyTvKjOJLmNrnQ,@moisesvaldez4043,3
autor::UCs_5qeqdku9tGAq22y3OcuQ,UCs_5qeqdku9tGAq22y3OcuQ,@alexandrevasquez4135,5
autor::UCsjs5Hp_r86x1xbK6FAeqaA,UCsjs5Hp_r86x1xbK6FAeqaA,@alvaroesquivel563,3
autor::UCtCtts20bW6F9CSohau51Iw,UCtCtts20bW6F9CSohau51Iw,@carlosgranados9875,0
autor::UCtMBF_1O2jY2INlb_luuB_A,UCtMBF_1O2jY2INlb_luuB_A,@mynorgudiel8646,5
autor::UCtNfIBnc5S5DbbQj_yxgJTw,UCtNfIBnc5S5DbbQj_yxgJTw,@JosueRamirez-ey3ih,3
autor::UCtNyHmRZtvGF2hSvI2dUBWw,UCtNyHmRZtvGF2hSvI2dUBWw,@aureliomaldonado4793,0
autor::UCtUR3_CAiE7fCoZHM6cMfyQ,UCtUR3_CAiE7fCoZHM6cMfyQ,@mdelcid01,3
autor::UCtiHFjFu7d5v2XxHnKFUYig,UCtiHFjFu7d5v2XxHnKFUYig,@Paul-gf7ec,1
autor::UCtowGNY2lnlg6O2CkwDgkLg,UCtowGNY2lnlg6O2CkwDgkLg,@taniagabrielacelis8434,6
autor::UCtsxPYw8VUsH_FfnKg-0lmw,UCtsxPYw8VUsH_FfnKg-0lmw,@AlejandroPérez-b6r,0
autor::UCu8_3-Wg-YzNyvHYQDEscfw,UCu8_3-Wg-YzNyvHYQDEscfw,@RolandoCastroPérez-d7y,8
autor::UCuP4UK33HKtJE_S39ksmaTw,UCuP4UK33HKtJE_S39ksmaTw,@herbertaguilar1387,0
autor::UCuXmOjxC-htcprLgeVXz6Tg,UCuXmOjxC-htcprLgeVXz6Tg,@jorgeaguilar-bq3uj,8
autor::UCueV9cTyTDwgQSec1x2dYgA,UCueV9cTyTDwgQSec1x2dYgA,@fredydomingo7062,3
autor::UCujPF2nBgsTD62nWE3lcpIg,UCujPF2nBgsTD62nWE3lcpIg,@victorarturoruanobautista7588,3
autor::UCusjriFsDHEc2AOjqk-p5ig,UCusjriFsDHEc2AOjqk-p5ig,@pablobarrios7931,0
autor::UCut6b9S98nv84cVX89PmKzA,UCut6b9S98nv84cVX89PmKzA,@yeniferaguirre4498,3
autor::UCvApqeCbLod-wejtT4CcVuA,UCvApqeCbLod-wejtT4CcVuA,@davidgaher9550,3
autor::UCvDwJBBY1mHK70aTEYl6rsA,UCvDwJBBY1mHK70aTEYl6rsA,@cristianescobedo8296,0
autor::UCvcu1kR8xMYy_I1Ty-2mV2Q,UCvcu1kR8xMYy_I1Ty-2mV2Q,@hashojea7348,11
autor::UCvl1tzQeBeGy6efPTRJXSCw,UCvl1tzQeBeGy6efPTRJXSCw,@RaulPerez-cw2vi,0
autor::UCwCfs-2zbD5k0lG-UVg_JBw,UCwCfs-2zbD5k0lG-UVg_JBw,@JessicaHuaz-96,0
autor::UCwEe1RKlEv1UpNWmWYfSh4w,UCwEe1RKlEv1UpNWmWYfSh4w,@marioramirez299,11
autor::UCwO2SXr0ggzwg6QWWrr01nQ,UCwO2SXr0ggzwg6QWWrr01nQ,@ricardofigueroa5720,3
autor::UCwUAv3_LpWVtTIi7lkmTL7A,UCwUAv3_LpWVtTIi7lkmTL7A,@kingr4706,5
autor::UCwW2OFy95P7ZBkOPxWkpvYg,UCwW2OFy95P7ZBkOPxWkpvYg,@TeresaLucero-b5o,3
autor::UCwgCc9Jd_gG-uLE_SY-FfPg,UCwgCc9Jd_gG-uLE_SY-FfPg,@armindapenados2841,8
autor::UCwha8rxULYMVtNwZWeSkE1A,UCwha8rxULYMVtNwZWeSkE1A,@mariasamo8637,3
autor::UCwjUvRseNtJoItylIyIez7Q,UCwjUvRseNtJoItylIyIez7Q,@Silviazea,8
autor::UCwxoKK59nGCeBqB2sXfDBIw,UCwxoKK59nGCeBqB2sXfDBIw,@vic-bonivideos,0
autor::UCxKR3RA8T-kxMgq_2WWhRcQ,UCxKR3RA8T-kxMgq_2WWhRcQ,@elenaluarca9377,5
autor::UCxcoDvP-g2_KTZDmVZtvb3w,UCxcoDvP-g2_KTZDmVZtvb3w,@angelmartinez9523,11
autor::UCxff05WuyvwELNITi7bj7UA,UCxff05WuyvwELNITi7bj7UA,@markoherrera,3
autor::UCxhtlxPV8AYWaNNyU6S9H8Q,UCxhtlxPV8AYWaNNyU6S9H8Q,@WilR-s8r,1
autor::UCyJhqmMbsvjpoarBBStA2kg,UCyJhqmMbsvjpoarBBStA2kg,@Murmullodelbarrio,0
autor::UCySYJU5kUh7X8gVt9la2ISA,UCySYJU5kUh7X8gVt9la2ISA,@dantesarti4351,3
autor::UCyW68EGZey4ao_Vf2cR5Ztg,UCyW68EGZey4ao_Vf2cR5Ztg,@ZabalaXabier,11
autor::UCylqlpsh8ENNM1LqgQ1KbxA,UCylqlpsh8ENNM1LqgQ1KbxA,@Jel.Awesh.M,8
autor::UCyor0Mmm0ivLX2jIdyGp84Q,UCyor0Mmm0ivLX2jIdyGp84Q,@MiguelJordan-n3g,2
autor::UCyzf29IYjNw67gGIfsjgtxA,UCyzf29IYjNw67gGIfsjgtxA,@carlosoliva9249,5
autor::UCz3gu01bmjNv0DpRq-K3XYg,UCz3gu01bmjNv0DpRq-K3XYg,@eusebiovasquez4385,3
autor::UCzSfZlOVxBSs5ObD25ywxDQ,UCzSfZlOVxBSs5ObD25ywxDQ,@GilmarMaldonado-q9m,3
autor::UCzZ6dDCEsLMXbc5pCFXIprw,UCzZ6dDCEsLMXbc5pCFXIprw,@josegil3813,0
autor::UCzoL2l5H5eVlorWGH8AZfAg,UCzoL2l5H5eVlorWGH8AZfAg,@jor77cas,3
