node_id,tipo,etiqueta,handle,comentarios,videos_unicos,canales_unicos,sentimiento_medio,visualizaciones,autores_unicos,categoria,id_original,componente,grado
autor::UC1Y7x3h0c95Z8kUhi-Tzaeg,autor,@rosadiaz9235,/@rosadiaz9235,1,1.0,1.0,0.0,,,,UC1Y7x3h0c95Z8kUhi-Tzaeg,1,1
autor::UC1vr9aaMI2crB0NvwFHUeoQ,autor,@JoseSimilox-p6e,/@JoseSimilox-p6e,1,1.0,1.0,1.0,,,,UC1vr9aaMI2crB0NvwFHUeoQ,1,1
autor::UC2Y_EHWQKevubk4vOEBBFxw,autor,@alfonsomorales2653,/@alfonsomorales2653,1,1.0,1.0,0.0,,,,UC2Y_EHWQKevubk4vOEBBFxw,1,1
autor::UC2ngpd8UBQu4gcUYy0goAtg,autor,@juliohernandez7438,/@juliohernandez7438,1,1.0,1.0,-1.0,,,,UC2ngpd8UBQu4gcUYy0goAtg,1,1
autor::UC2weSE8rpqkGMOp6StYtVfg,autor,@katerynsantiago2907,/@katerynsantiago2907,1,1.0,1.0,1.0,,,,UC2weSE8rpqkGMOp6StYtVfg,1,1
autor::UC32oozucwCF3q8d4m8fyOUg,autor,@RauldejesusOlivagonzalez,/@RauldejesusOlivagonzalez,1,1.0,1.0,0.0,,,,UC32oozucwCF3q8d4m8fyOUg,1,1
autor::UC3E9mAgP7VoAE5mZoAexl5g,autor,@EnnioAroche,/@EnnioAroche,1,1.0,1.0,0.0,,,,UC3E9mAgP7VoAE5mZoAexl5g,1,1
autor::UC3MYTqpQqlWBuCB7Th0e0PA,autor,@isaaclopez7220,/@isaaclopez7220,1,1.0,1.0,1.0,,,,UC3MYTqpQqlWBuCB7Th0e0PA,1,1
autor::UC3NMzdMYryaw82kPTnsaljg,autor,@marisosa7832,/@marisosa7832,1,1.0,1.0,0.0,,,,UC3NMzdMYryaw82kPTnsaljg,1,1
autor::UC3UVO7pTbeYvZ3ILEyRDskQ,autor,@rosaelenaargueta79,/@rosaelenaargueta79,1,1.0,1.0,0.0,,,,UC3UVO7pTbeYvZ3ILEyRDskQ,1,1
autor::UC3XTwHxygNCgjndsg-UiCQA,autor,@marioajset4283,/@marioajset4283,3,1.0,1.0,-0.3333333333333333,,,,UC3XTwHxygNCgjndsg-UiCQA,1,1
autor::UC3YpzAr7pcdKC7BVFEpYzog,autor,@carmenfigueroa1232,/@carmenfigueroa1232,1,1.0,1.0,-1.0,,,,UC3YpzAr7pcdKC7BVFEpYzog,1,1
autor::UC3iIU62XKUOWuqL8BqBzj9A,autor,@antonioduarte2288,/@antonioduarte2288,1,1.0,1.0,0.0,,,,UC3iIU62XKUOWuqL8BqBzj9A,1,1
autor::UC3qn1yJA5PeW9rkGPatQxiw,autor,@VICTOREST19,/@VICTOREST19,1,1.0,1.0,0.0,,,,UC3qn1yJA5PeW9rkGPatQxiw,1,1
autor::UC4Avya4kmR4Q0FrfFdBozSQ,autor,@davidlima1348,/@davidlima1348,1,1.0,1.0,0.0,,,,UC4Avya4kmR4Q0FrfFdBozSQ,1,1
autor::UC4cXueR2bKGFJV0Fk76gwmA,autor,@aluxdel4792,/@aluxdel4792,1,1.0,1.0,0.0,,,,UC4cXueR2bKGFJV0Fk76gwmA,1,1
autor::UC4kg7zuTfqQKLd2bkZrSYBA,autor,@zoilagarcia9019,/@zoilagarcia9019,1,1.0,1.0,0.0,,,,UC4kg7zuTfqQKLd2bkZrSYBA,1,1
autor::UC4wq3DcbfaG6dtCqn8Oyu3w,autor,@hugoasencio7764,/@hugoasencio7764,1,1.0,1.0,0.0,,,,UC4wq3DcbfaG6dtCqn8Oyu3w,1,1
autor::UC5H8ASmMC9WrURmzeB4ySog,autor,@ManuelEdran,/@ManuelEdran,5,1.0,1.0,0.0,,,,UC5H8ASmMC9WrURmzeB4ySog,1,1
autor::UC5PrBbmUlQolwqmiru7yZhw,autor,@lazarochavez8269,/@lazarochavez8269,1,1.0,1.0,1.0,,,,UC5PrBbmUlQolwqmiru7yZhw,1,1
autor::UC5PyGvSfFM--OVKmQ3COu6g,autor,@FreddyGmez,/@FreddyGmez,1,1.0,1.0,0.0,,,,UC5PyGvSfFM--OVKmQ3COu6g,3,1
autor::UC5bG9nc_JV3FsNP2KseQiYw,autor,@giovannirodas4836,/@giovannirodas4836,1,1.0,1.0,0.0,,,,UC5bG9nc_JV3FsNP2KseQiYw,1,1
autor::UC5fvhAfm89JH8eDFdvc0xYw,autor,@isaidiaz2388,/@isaidiaz2388,1,1.0,1.0,0.0,,,,UC5fvhAfm89JH8eDFdvc0xYw,3,1
autor::UC5hvEnRUzI4Kfvwnyi4QxqQ,autor,@leonelsantizo5281,/@leonelsantizo5281,1,1.0,1.0,0.0,,,,UC5hvEnRUzI4Kfvwnyi4QxqQ,1,1
autor::UC5wuDq3U3vRAhOQI3D7gNdw,autor,@allanreneramirezgonzalez534,/@allanreneramirezgonzalez534,1,1.0,1.0,1.0,,,,UC5wuDq3U3vRAhOQI3D7gNdw,1,1
autor::UC63tFvbQ_hJhGDi2nbjssjw,autor,@AbigailRodas-w2r,/@AbigailRodas-w2r,1,1.0,1.0,0.0,,,,UC63tFvbQ_hJhGDi2nbjssjw,1,1
autor::UC650pRT-OYzny3GwOH8Cgfw,autor,@edvinparedesherrera7632,/@edvinparedesherrera7632,1,1.0,1.0,0.0,,,,UC650pRT-OYzny3GwOH8Cgfw,1,1
autor::UC6PvO1_k5lHKGdAPo5_C6TA,autor,@johnmejia992,/@johnmejia992,1,1.0,1.0,0.0,,,,UC6PvO1_k5lHKGdAPo5_C6TA,1,1
autor::UC6Uj1FT5JjDSF8vudvDxPAA,autor,@alfredoortega9264,/@alfredoortega9264,1,1.0,1.0,0.0,,,,UC6Uj1FT5JjDSF8vudvDxPAA,1,1
autor::UC6YSZqL0vEcI-niPKIMUGfw,autor,@maxwellsales885,/@maxwellsales885,1,1.0,1.0,-1.0,,,,UC6YSZqL0vEcI-niPKIMUGfw,1,1
autor::UC6xI_MOaxajIWpoP8BH6E_Q,autor,@jahirdiaz5862,/@jahirdiaz5862,1,1.0,1.0,0.0,,,,UC6xI_MOaxajIWpoP8BH6E_Q,4,1
autor::UC72gBAtyb_VXQlYDcFrh6oQ,autor,@osmanmorales3012,/@osmanmorales3012,3,1.0,1.0,0.0,,,,UC72gBAtyb_VXQlYDcFrh6oQ,1,1
autor::UC7IMsCxfZyWN7YQo8-JYa6Q,autor,@Burgos68,/@Burgos68,2,1.0,1.0,0.5,,,,UC7IMsCxfZyWN7YQo8-JYa6Q,1,1
autor::UC7VUuJr9cGh845CmTvf7TlQ,autor,@LuisCastillo-oz4df,/@LuisCastillo-oz4df,1,1.0,1.0,-1.0,,,,UC7VUuJr9cGh845CmTvf7TlQ,1,1
autor::UC7dadZG7kkGYnsNu6td0FbA,autor,@lesolorzano,/@lesolorzano,1,1.0,1.0,0.0,,,,UC7dadZG7kkGYnsNu6td0FbA,1,1
autor::UC816IGbFCZinfYS1LRDaaHg,autor,@ingenieroar,/@ingenieroar,1,1.0,1.0,0.0,,,,UC816IGbFCZinfYS1LRDaaHg,1,1
autor::UC8F2V63KZ4ZEay6opX2hAQw,autor,@carmenr6311,/@carmenr6311,1,1.0,1.0,0.0,,,,UC8F2V63KZ4ZEay6opX2hAQw,1,1
autor::UC8G5cJONY8L9voMyBW8Eoug,autor,@luisparedes-pw6qt,/@luisparedes-pw6qt,1,1.0,1.0,0.0,,,,UC8G5cJONY8L9voMyBW8Eoug,1,1
